Ticker,Name,Country,Sector,LastPrice,LastPrice+1M,T12M_DVDS_PAID,TRAIL_12M_EARN_FOR_COMMON,TOTAL_EQUITY,BS_TOT_ASSET,TRAIL_12M_CASH_FROM_OPER,TRAIL_12M_FREE_CASH_FLOW,TRAIL_12M_OPER_MARGIN,TRAIL_12M_GROSS_MARGIN,TRAIL_12M_NET_SALES,TRAIL_12M_ACCT_RCV_UNBILLED_REV,VOLATILITY_90D,CUR_MKT_CAP,TRAIL_12M_EBITDA,TRAIL_12M_INT_EXP,NET_DEBT
SNI UN Equity,Scripps Networks Interactive Inc,US,Consumer Discretionary,60.97,59.24,-138.727,573.966,1858.019,6731.655,855.916,811.834,37.3568,69.5001,2835.626,-85.65,29.795,7838.7168,1194.12,#N/A N/A,3902.572
TGI UN Equity,Triumph Group Inc,US,Industrials,25.5,30.46,-7.953,167.352,2257.382,6272.571,30.462,-58.596,7.6011,19.5288,3912.106,-19.383,52.33,1257.5832,465.231,#N/A N/A,1560.606
V UN Equity,Visa Inc,US,Information Technology,74.49,72.39,-1177,6328,29842,40236,6584,6170,65.3026,#N/A N/A,13880,-19,26.8,178884.4581,9558,0,-9399
CAR UW Equity,Avis Budget Group Inc,US,Industrials,26.27,25.64,0,341,600,18902,2550,-9433,10.7812,49.8409,8487,-89,49.794,2635.0418,2970,#N/A N/A,12943
AVT UN Equity,Avnet Inc,US,Information Technology,39.92,41.15,-87.826,574.222,4631.271,10864.456,590.797,421.01,2.9993,11.3675,28054.765,-140.39,23.615,5240.1341,984.678,95.868,1287.47
XYL UN Equity,Xylem Inc/NY,US,Industrials,35.95,37.41,-100,322,2043,4645,423,303,12.1048,38.395,3701,-29,22.206,6448.2136,585,54,664
SDRL UN Equity,Seadrill Ltd,US,Energy,2.07,2.24,0,-866,9827,23684,1769,579,26.914,#N/A N/A,4637,-39,80.466,1020.6729,2010,439,9795
CHD UN Equity,Church & Dwight Co Inc,US,Consumer Staples,84,90.76,-172.9,407.9,2049.6,4217.8,540.4,461.4,19.7478,44.409,3386.7,-26.9,20.658,11014.3244,768.6,29.8,770.4
MPC UN Equity,Marathon Petroleum Corp,US,Energy,41.79,34.25,-581,3460,12925,30161,3641,1836,7.7043,12.4165,70986,2149,43.016,22272.986,7061,301,4648
DRE UN Equity,Duke Realty Corp,US,Financials,20.13,20.68,-234.277,588.047,3311.443,7139.909,401.706,-86.665,16.2087,#N/A N/A,974.157,#N/A N/A,22.038,6950.1712,423.349,184.411,3270.146
WPX UN Equity,WPX Energy Inc,US,Energy,5.42,4.11,0,22,5072,10907,920,-452,5.8683,37.2615,2096,212,104.415,1492.23,1033,165,3301
EGN UN Equity,Energen Corp,US,Energy,35.27,26.48,-5.963,-289.507,3464.897,5531.547,518.13,-800.908,-42.1543,25.2551,1214.245,114.583,59.871,2779.2099,57.916,43.483,749.38
FRT UN Equity,Federal Realty Investment Trust,US,Financials,150.83,148.06,-237.317,176.886,1898.747,4783.803,365.434,-56.276,40.6453,#N/A N/A,727.882,#N/A N/A,18.456,10471.158,467.634,93.515,2519.961
EQC UN Equity,Equity Commonwealth,US,Financials,26.89,26.63,0,-129.773,3327.208,5324.243,205.084,143.972,-3.4235,#N/A N/A,788.765,#N/A N/A,18.813,3397.5492,143.398,115.077,178.911
MDU UN Equity,MDU Resources Group Inc,US,Utilities,16.88,18.21,-141.635,-591.382,2514.871,6985.319,570.786,-100.375,6.5434,83.2993,4177.364,-37.868,34.592,3296.0858,441.653,91.963,2215.975
AXTA UN Equity,Axalta Coating Systems Ltd,US,Materials,23.81,25.96,0,52.9,1104.3,5898.9,355.8,229.2,10.8478,36.0202,4190.7,#N/A N/A,31.317,5663.0775,780.7,#N/A N/A,3141.9
MGM UN Equity,MGM Resorts International,US,Consumer Discretionary,20.08,18.93,0,-8.529,9244.722,26680.266,845.636,-409.524,13.9296,38.0591,9383.741,-99.364,39.288,11314.3851,2129.488,812.191,11013.242
HXL UN Equity,Hexcel Corp,US,Industrials,41.38,41.33,-28.9,236.2,1195.3,2240.7,290.5,-24.5,17.574,28.5584,1868.1,-23.9,36.668,3909.9232,403.4,#N/A N/A,553.2
FOX UW Equity,Twenty-First Century Fox Inc,US,Consumer Discretionary,27.1,27.16,-852,7944,16871,47997,2855,2524,21.3894,#N/A N/A,27177,-488,25.808,53215.0975,6478,1188,13181
OUT UN Equity,Outfront Media Inc,US,Financials,21.75,20.45,-302.6,72.3,1334,4010.3,254.7,191.1,12.2095,#N/A N/A,1510.3,#N/A N/A,28.525,2992.2486,411.2,113.1,2195.3
ALLE UN Equity,Allegion PLC,US,Industrials,60.56,63,-36.1,117.4,28,2409,209.4,170.4,16.2246,40.4446,2096.2,#N/A N/A,25.548,5808.4267,389.9,52.1,1459.7
ZAYO UN Equity,Zayo Group Holdings Inc,US,Telecommunication Services,25.02,23.68,0,-60,1243.5,6165.9,682.4,108.1,18.7038,#N/A N/A,1393.3,-20.8,32.219,6126.5694,687.9,220.9,3358.4
DNOW UN Equity,NOW Inc,US,Industrials,13.56,16.18,0,-237,1658,2186,322,307,-8.8968,17.8233,3372,360,44.199,1453.6871,-267,#N/A N/A,-6
KRC UN Equity,Kilroy Realty Corp,US,Financials,55.87,54.27,-123.833,223.048,3237.062,6353.392,250.601,-574.64,28.4888,#N/A N/A,575.627,#N/A N/A,24.806,5152.3519,370.425,62.252,2089.365
TOL UN Equity,Toll Brothers Inc,US,Consumer Discretionary,27.62,27.45,0,363.167,4228.079,9206.515,60.182,50.735,10.7131,21.6237,4171.248,#N/A N/A,31.746,4709.8578,470.427,146.79,2861.246
LNT UN Equity,Alliant Energy Corp,US,Utilities,32.67,33.975,-241.6,404.1,3946.1,12558.6,823,-173.7,17.7568,52.1491,3317.6,-101.9,22.169,7406.9704,988.7,151.1,3828.7
VMW UN Equity,VMware Inc,US,Information Technology,45.75,50.49,0,950,7534,14791,1824,1452,17.0751,84.314,6407,-52,51.81,19261.6467,1430,27,-5722
EV UN Equity,Eaton Vance Corp,US,Financials,28.66,28.91,-116.016,227.492,710.869,2116.471,219.867,208.387,25.9313,#N/A N/A,1404.956,#N/A N/A,29.262,3321.2801,437.172,36.124,505.292
FOSL UW Equity,Fossil Group Inc,US,Consumer Discretionary,32.6,46.91,0,304.352,883.642,2254.877,324.462,247.366,12.8559,55.5023,3301.163,46.379,87.06,1568.6742,510.268,18.795,505.859
RES UN Equity,RPC Inc,US,Energy,12.47,13.57,-56.385,15.957,986.909,1288.091,502.768,213.537,1.7064,28.7951,1627.96,305.605,63.281,2706.0671,298.757,1.92,11.992
JBHT UW Equity,JB Hunt Transport Services Inc,US,Industrials,72.7,76.29,-96.732,420.796,1249.187,3519.264,857.374,86.855,11.4263,14.8669,6176.142,-0.1,24.259,8331.5652,1035.332,#N/A N/A,987.811
CIM UN Equity,Chimera Investment Corp,US,Financials,12.39,13.03,-382.27,141.455,3118.717,15939.645,281.337,281.337,28.694,#N/A N/A,492.981,#N/A N/A,29.17,2341.8854,#N/A N/A,260.204,11903.872
CXW UN Equity,Corrections Corp of America,US,Financials,28.81,28.93,-246.813,203.262,1473.881,3250.632,477.249,237.932,14.4658,29.6879,1768.729,-38.601,29.87,3377.1849,392.687,46.362,1241.598
LRCX UW Equity,Lam Research Corp,US,Information Technology,71.79,73.3,-134.478,803.175,5358.155,9594.431,1093.339,887.491,16.7368,43.8263,5706.987,#N/A N/A,31.603,11406.2409,1235.794,82.639,-1783.127
MHK UN Equity,Mohawk Industries Inc,US,Consumer Discretionary,166.41,179.73,0,570.42,4778.033,10064.482,995.717,473.423,9.8996,29.0352,8025.012,-67.675,29.811,12302.153,1158.731,73.229,3080.275
PNR UN Equity,Pentair PLC,US,Industrials,47.12,47.71,-228.5,505.7,4535.9,12670.9,720.9,583.2,11.6796,34.7785,6490.8,23.3,31.336,8493.549,1017,#N/A N/A,4841.5
GPOR UW Equity,Gulfport Energy Corp,US,Energy,29.55,24,0,-283.942,2871.13,4215.43,359.065,-1314.199,-49.8809,47.2135,786.853,73.324,60.251,3198.62,-59.26,46.899,736.632
SEIC UW Equity,SEI Investments Co,US,Financials,39.24,38.17,-80.03,327.373,1309.764,1543.529,654.488,596.261,27.7148,63.2439,1321.568,-5.277,37.898,6460.4287,432.044,0.458,-672.758
VRTX UW Equity,Vertex Pharmaceuticals Inc,US,Health Care,90.75,85.49,0,-659.259,1076.732,2433.993,-546.256,-593.707,-74.6814,90.0977,758.957,-73.992,47.134,22298.8436,-503.868,#N/A N/A,-657.572
AMCX UW Equity,AMC Networks Inc,US,Consumer Discretionary,72.79,65.54,0,354.314,116.971,4169.811,414.905,350.696,28.1857,#N/A N/A,2511.429,-74.541,35.025,5269.1886,789.122,130.424,2426.127
DRQ UN Equity,Dril-Quip Inc,US,Energy,58.64,54.25,0,202.741,1315.795,1438.12,205.467,177.336,29.7228,45.0216,897.499,12.802,38.619,2249.1848,297.92,0.03,-396.969
URI UN Equity,United Rentals Inc,US,Industrials,47.91,51.57,0,610,1497,12598,1892,138,26.4083,43.3424,5858,-74,58.551,4358.3837,2787,#N/A N/A,8344
LPI UN Equity,Laredo Petroleum Inc,US,Energy,7.76,5.11,0,-1044.011,1088.682,2832.495,347.445,-542.435,-131.4956,31.5158,926.095,2.643,90.349,1659.1195,-927.074,110.713,1339.163
INGR UN Equity,Ingredion Inc,US,Consumer Staples,100.72,101.22,-125,359.7,2168,5444,750,468,10.849,21.5172,5583.9,-36,25.936,7206.0122,798.8,#N/A N/A,1536
ALKS UW Equity,Alkermes PLC,US,Health Care,32.01,32.27,0,-127.267,1366.805,1880.955,-29.132,-79.186,-27.0038,76.4887,640.398,-9.814,110.565,4803.3585,-83.749,13.261,-418.537
QRVO UW Equity,Qorvo Inc,US,Information Technology,39.6,45.08,#N/A N/A,100.829,5712.098,6532.097,520.852,210.434,0.7371,39.104,2413.954,#N/A N/A,66.544,5597.1086,#N/A N/A,1.96,-120.557
STWD UN Equity,Starwood Property Trust Inc,US,Financials,19.04,17.54,-440.077,445.754,4201.18,91819.407,243.852,243.852,47.0691,#N/A N/A,972.94,#N/A N/A,25.177,4525.2928,674.131,196.86,4629.713
JBLU UW Equity,JetBlue Airways Corp,US,Industrials,21.31,22,0,575,3017,8594,1482,630,16.8315,#N/A N/A,6268,#N/A N/A,41.724,6713.9396,1392,124,850
TWO UN Equity,Two Harbors Investment Corp,US,Financials,7.6,7.75,-381.319,244.541,3772.738,17785.313,-1998.575,-1998.575,42.4386,#N/A N/A,489.066,#N/A N/A,25.539,2766.8193,346.185,137.315,12871.858
9999900D UN Equity,Waste Connections US Inc,US,Industrials,59.97,61.67,-64.382,-87.063,1950.034,4814.723,593.887,333.074,-2.3353,44.5909,2111.563,#N/A N/A,24.966,7338.4915,216.331,63.394,1992.557
FNFG UW Equity,First Niagara Financial Group Inc,US,Financials,9.79,9.24,-143,218.021,4139,39413,338,242,23.2534,#N/A N/A,1523.705,#N/A N/A,33.834,3473.3568,#N/A N/A,135.745,5449
SAVE UW Equity,Spirit Airlines Inc,US,Industrials,41.8,47.75,0,298.729,1148.673,2276.922,422.199,-189.908,22.8405,#N/A N/A,2096.104,-6.562,60.049,2990.3564,543.697,12.308,-210.991
WDC UW Equity,Western Digital Corp,US,Information Technology,47.98,43.53,-417,1325,9336,15261,1960,1350,10.4654,28.7869,13989,300,45.736,11117.7258,2525,#N/A N/A,-2892
SKX UN Equity,Skechers U.S.A. Inc,US,Consumer Discretionary,28.19,32.92,0,224.384,1325.491,1940.654,203.206,130.078,10.9916,45.1443,2994.362,-98.288,77.174,4404.6122,384.336,11.971,-409.91
CNC UN Equity,Centene Corp,US,Health Care,62.06,56.96,0,351,2209,7322,937.266,774.794,3.2054,16.7304,21183,#N/A N/A,46.675,7397.7251,811.992,42,-546
CREE UW Equity,Cree Inc,US,Information Technology,28.03,31.74,0,-98.979,2388.884,2891.132,214.804,22.207,-5.6995,28.8669,1630.322,43.465,41.805,2829.1006,77.985,#N/A N/A,-425.082
XON UN Equity,Intrexon Corp,US,Health Care,29.14,30.95,0,-32.948,729.623,989.887,14.287,3.265,-80.5336,62.2522,163.199,-23.199,92.132,3391.8371,-115.683,1.369,-283.335
CRI UN Equity,Carter's Inc,US,Consumer Discretionary,97.22,101.63,-44.641,231.41,842.943,1988.04,403.504,306.688,12.9514,41.4551,3016.559,-13.57,27.105,5054.5088,458.233,27.564,297.018
GMCR UW Equity,Keurig Green Mountain Inc,US,Consumer Staples,89.25,91.94,-175.707,498.275,2713.912,4001.577,754.862,343.763,16.934,35.5644,4520.031,-24.303,107.03,13317.6645,1031.087,1.882,274.982
BOKF UW Equity,BOK Financial Corp,US,Financials,50.01,48.87,-115.328,289.87,3416.162,30566.905,158.256,-159.011,32.5149,#N/A N/A,1412.44,#N/A N/A,32.589,3386.3285,#N/A N/A,64.909,2896.478
SNH UN Equity,Senior Housing Properties Trust,US,Financials,14.48,15.61,-343.285,159.713,3505.54,7352.996,391.628,-887.602,32.502,#N/A N/A,961.063,#N/A N/A,25.838,3438.5882,548.858,148.739,3440.157
REG UN Equity,Regency Centers Corp,US,Financials,72.39,70.58,-179.564,184.899,1908.044,4170.887,276.695,-11.292,35.8591,#N/A N/A,559.761,#N/A N/A,18.678,6828.4059,347.41,105.757,1999.772
EWBC UW Equity,East West Bancorp Inc,US,Financials,32.42,29.97,-112.696,388.374,3071.115,31119.676,571.238,547.213,49.8185,#N/A N/A,1217.178,#N/A N/A,31.429,4665.268,#N/A N/A,107.487,-2850.689
CPA UN Equity,Copa Holdings SA,US,Industrials,47.1,61.06,#N/A N/A,209.586,2109.062,4191.935,#N/A N/A,#N/A N/A,13.8648,#N/A N/A,2371.642,#N/A N/A,67.449,1976.0911,461.143,32.19,650.865
NOW UN Equity,ServiceNow Inc,US,Information Technology,62.21,54.99,0,-205.711,516.934,1662.888,257.643,186.175,-18.7606,66.3183,917.834,-55.153,43.1,9891.39,-83.628,30.575,-262.12
SFG UN Equity,StanCorp Financial Group Inc,US,Financials,114.66,114.9,-54.7,227.6,2272,22882.2,331.9,314.7,12.4074,#N/A N/A,2861.2,#N/A N/A,3.442,4855.3815,#N/A N/A,31,175.7
MAC UN Equity,Macerich Co/The,US,Financials,77.97,79.08,-392.243,1501.8239,5814.216,13350.181,517.451,158.17,21.9358,#N/A N/A,1290.3,#N/A N/A,27.132,12344.8118,758.151,213.886,6733.149
BPOP UW Equity,Popular Inc,US,Financials,25.14,26.5,-3.723,807.045,5049.636,35530.794,476.496,423.945,17.9215,#N/A N/A,2090.59,#N/A N/A,30.135,2604.1413,#N/A N/A,210.248,32.35
NYCB UN Equity,New York Community Bancorp Inc,US,Financials,15.48,15.13,-443.414,485.306,5826.837,49045.482,502.145,444.72,56.3296,#N/A N/A,1912.087,#N/A N/A,31.254,7506.9223,#N/A N/A,548.927,14137.991
UAL UN Equity,United Continental Holdings Inc,US,Industrials,48.28,57.26,0,6545,8555,41869,4779,2135,12.3489,#N/A N/A,38141,#N/A N/A,37.551,18443.0307,6484,630,6522
RNR UN Equity,RenaissanceRe Holdings Ltd,US,Financials,112.65,113.2,-74.342,481.349,5719.671,11906.721,429.679,429.679,42.0612,#N/A N/A,1456.525,#N/A N/A,13.116,4939.5811,#N/A N/A,29.6,444.675
DAL UN Equity,Delta Air Lines Inc,US,Industrials,44.29,48.24,-329,2834,10345,53646,7030,4303,12.8693,#N/A N/A,40849,#N/A N/A,31.758,34832.9172,7079,#N/A N/A,4990
SIRI UW Equity,Sirius XM Holdings Inc,US,Consumer Discretionary,3.7,3.72,0,518.213,60.912,8140.881,1266.03,1140.685,26.3944,59.8255,4464.864,-76.523,19.536,19284.8354,1449.486,293.893,5253.422
MLM UN Equity,Martin Marietta Materials Inc,US,Materials,125.58,142.62,-108.26,268.636,4252.58,7438.448,499.609,193.549,12.9713,19.7735,3551.315,-51.565,40.64,8305.9311,729.255,78.444,1268.723
RYN UN Equity,Rayonier Inc,US,Financials,21.09,21.83,-125.92,44.78,1376.217,2314.46,179.75,141.233,13.7345,18.2642,555.163,5.932,28.943,2609.9551,191.697,33.008,725.478
LPT UN Equity,Liberty Property Trust,US,Financials,29.32,28.88,-285.205,240.133,3014.646,6689.793,434.708,29.168,32.1554,#N/A N/A,813.076,#N/A N/A,22.394,4332.6622,488.746,139.547,3232.315
VVC UN Equity,Vectren Corp,US,Utilities,41.84,45.52,-125.6,188.6,1649.5,5250.1,531.1,53.4,14.1974,63.9641,2507.5,-72.3,24.31,3460.3259,610,84.1,1716.9
SCCO UN Equity,Southern Copper Corp,US,Materials,25.92,23.94,-337.763,1023.581,5552.013,12865.209,1041.425,-216.045,33.3009,46.5984,5262.632,94.286,34.258,20356.9501,2230.878,171.06,4564.254
CACC UW Equity,Credit Acceptance Corp,US,Financials,178.96,197.07,0,292.7,931.3,3375.6,416.9,413,58.6677,#N/A N/A,792.6,#N/A N/A,61.153,3686.035,548,68.8,1946.5
ACM UN Equity,AECOM,US,Industrials,27.44,27.46,0,-119.373,3630.943,14014.298,764.433,690.344,0.8823,3.1432,17965.447,369.6,30.782,4183.3079,757.776,299.627,3923.045
DLPH UN Equity,Delphi Automotive PLC,US,Consumer Discretionary,64.94,66.68,-289,1602,2774,10792,1881,1141,12.2942,20.3532,15064,-3,34.172,18188.9255,2391,126,2688
KORS UN Equity,Michael Kors Holdings Ltd,US,Consumer Discretionary,39.9,56.65,0,853.808,1888.736,2419.96,1051.913,659.665,26.5169,59.8239,4511.666,-30.243,35.26,7343.6134,1359.408,#N/A N/A,-422.002
FDC UN Equity,First Data Corp,US,Information Technology,13.37,12.5,0,-457.8,2718.2,34269.3,1013.2,705.2,12.9064,40.0814,11151.8,-61.2,#N/A N/A,12022.3492,2602.6,1753,20513.8
UTHR UW Equity,United Therapeutics Corp,US,Health Care,123.18,121.94,0,662.93,1479.369,2159.233,447.851,427.313,51.3437,95.772,1407.249,-39.721,38.567,5620.6312,756.426,7.716,-983.524
ACGL UW Equity,Arch Capital Group Ltd,US,Financials,67.55,67.94,-40.564,672.385,7142.066,23770.592,1045.05,992.072,16.9178,#N/A N/A,4049.037,#N/A N/A,14.73,8271.5478,#N/A N/A,42.791,480.562
DISH UW Equity,DISH Network Corp,US,Consumer Discretionary,48.27,47.13,0,1282.317,3129.862,23102.959,2838.288,1759.781,13.3214,25.5907,14971.937,#N/A N/A,26.924,22360.3631,3042.696,590.939,11821.333
ALXN UW Equity,Alexion Pharmaceuticals Inc,US,Health Care,145.93,140.8,0,231.113,8252.869,13153.015,767.801,508.806,25.6948,91.0135,2502.656,-96.358,40.907,32881.5766,734.459,25.142,2191.112
RE UN Equity,Everest Re Group Ltd,US,Financials,178.94,186.13,-168.784,951.566,8239.012,21682.311,1375.421,1375.421,20.6497,#N/A N/A,5794.37,#N/A N/A,14.858,7709.1635,#N/A N/A,36.569,237.141
DKS UN Equity,Dick's Sporting Goods Inc,US,Consumer Discretionary,39.08,42.47,-63.933,356.935,1723.306,4058.427,619.09,267.378,8.0362,30.6244,7190.92,-6.613,38.23,4493.5055,762.994,3.535,274.653
ENDP UW Equity,Endo International PLC,US,Health Care,55.47,41.81,0,-1430.062,6396.054,21480.859,-71.86,-145.929,-23.5756,42.6235,2857.898,-418.52,65.963,12561.1449,-193.176,314.597,8138.98
KHC UW Equity,Kraft Heinz Co/The,US,Consumer Staples,78.06,77.02,#N/A N/A,763,67359,121792,#N/A N/A,#N/A N/A,14.2008,30.9508,27576,#N/A N/A,25.532,94722.351,#N/A N/A,1550,20887
FB UW Equity,Facebook Inc,US,Information Technology,112.21,106.92,0,2811,41420,46469,7355,5007,30.106,83.0897,15937,-751,38.728,319381.1437,6633,#N/A N/A,-15708
ABBV UN Equity,AbbVie Inc,US,Health Care,54.9,54.61,-3128,2817,4863,54832,4994,4454,22.8607,81.0871,21911,-1109,45.005,89747.6075,5777,650,22878
PPC UW Equity,Pilgrim's Pride Corp,US,Consumer Staples,22.18,24.45,-1498.47,749.953,1242.668,3341.858,1120.597,955.012,15.1998,17.6816,8329.76,66.953,38.365,5659.1206,1425.679,63.56,609.65
NAVI UW Equity,Navient Corp,US,Financials,9.56,10.83,-242,974,3887,137666,1508,1508,30.5341,#N/A N/A,5168,#N/A N/A,43.546,3463.6707,#N/A N/A,2066,129804
AMTD UW Equity,TD Ameritrade Holding Corp,US,Financials,27.58,28.58,-326,813,4903,26375,746,675,39.4785,#N/A N/A,3260,#N/A N/A,#N/A N/A,14802.4641,1518,50,2529
LNKD UN Equity,LinkedIn Corp,US,Information Technology,197.91,117.19,0,-147.824,4327.905,6716.71,760.8,189.953,-4.3599,86.0498,2772.449,-104.568,35.381,25943.3232,241.12,#N/A N/A,-1973.893
NLY UN Equity,Annaly Capital Management Inc,US,Financials,9.5,10.13,-1209.18,-933.527,12284.333,75338.687,-1837.076,-1837.076,#N/A N/A,#N/A N/A,-149.314,#N/A N/A,20.884,9004.4373,-365.034,487.301,54211.941
S UN Equity,Sprint Corp,US,Telecommunication Services,3.02,3.44,0,-3208,21157,80851,2540,-5156,-5.1809,48.91,33257,-1173,74.795,11989.0137,4382,2113,31890
GPN UN Equity,Global Payments Inc,US,Information Technology,58.95,60.95,-5.275,289.32,917.143,5472.918,1001.566,910.315,16.6797,63.2692,2817.619,-14.197,36.934,7625.092,611.667,#N/A N/A,1485.394
SABR UW Equity,Sabre Corp,US,Information Technology,25.61,27.15,-97.627,462.441,458.74,5331.72,474.731,198.645,15.9405,34.4643,2848.583,0.968,29.131,7108.0185,777.546,#N/A N/A,2988.634
CCI UN Equity,Crown Castle International Corp,US,Financials,86.2,86.5,-1094.818,1484.008,7240.303,21995.644,1740.147,825.432,26.3918,#N/A N/A,3643.883,#N/A N/A,22.18,28771.0862,1968.869,539.852,11957.25
ALGN UW Equity,Align Technology Inc,US,Health Care,66.14,66.03,0,134.684,798.259,1079.562,230.247,186.449,22.215,75.9344,813.81,-29.422,38.841,5257.4786,198.316,#N/A N/A,-630.001
CLR UN Equity,Continental Resources Inc/OK,US,Energy,21.11,23.18,0,-99.943,4798.577,15205.877,2493.356,-1498.74,7.2787,33.7626,3470.985,413.853,85.925,7874.2033,1936.837,307.104,7093.874
AAP UN Equity,Advance Auto Parts Inc,US,Consumer Discretionary,152.05,148.44,-17.661,501.241,2413.076,8181.536,688.785,460.35,8.7638,45.445,9940.682,-32.757,42.632,11135.6243,1144.753,68.601,1188.351
AYI UN Equity,Acuity Brands Inc,US,Industrials,202.43,209.43,-22.7,221.2,1360,2429.6,288.9,232.4,13.9025,42.3246,2706.7,-46.1,34.815,8865.0462,422.1,32.6,-404.4
STAY UN Equity,Extended Stay America Inc,US,Consumer Discretionary,12.81,14.78,#N/A N/A,58.882,1440.691,4561.78,432.389,243.884,29.2437,#N/A N/A,1271.11,7.883,35.355,2620.8481,571.505,#N/A N/A,2709.917
LNG UA Equity,Cheniere Energy Inc,US,Energy,30.05,35.75,0,-842.625,1864.931,18452.259,-357.646,-6886.843,-115.0903,#N/A N/A,268.405,16.74,50.236,7092.7812,-234.051,#N/A N/A,14495.648
ILMN UW Equity,Illumina Inc,US,Health Care,157.95,150.24,0,510.362,1968.695,3733.548,559.767,417.574,31.3803,71.685,2140.593,-133.957,53.159,23123.879,795.334,46.266,-329.305
LKQ UW Equity,LKQ Corp,US,Consumer Discretionary,27.4,27.6,0,408.632,3036.713,5704.032,539.578,396.072,9.8095,39.2932,7127.845,1.637,27.682,8370.363,828.684,#N/A N/A,1470.144
ADS UN Equity,Alliance Data Systems Corp,US,Information Technology,199.79,210.13,0,474.332,2184.732,20300.674,1407.412,1223.222,17.9753,39.7234,6176.692,#N/A N/A,44.371,12214.8221,1565.775,#N/A N/A,4121.837
DLB UN Equity,Dolby Laboratories Inc,US,Information Technology,36.01,39.5,-41.018,179.335,1816.007,2133.293,309.377,151.825,21.8006,90.2011,967.41,-7.008,31.366,3615.8017,280.034,0.183,-670.827
ESRT UN Equity,Empire State Realty Trust Inc,US,Financials,16.55,15.68,-38.053,29.62,1372.61,3308.767,196.531,53.584,21.9389,#N/A N/A,662.845,#N/A N/A,19.516,1962.3652,320.436,70.114,1583.02
WOOF UW Equity,VCA Inc,US,Health Care,51.27,51.03,0,175.813,1208.157,2431.19,292.179,207.854,15.1952,23.626,2079.882,-14.79,32.404,4134.5051,396.445,20.765,806.163
EPC UN Equity,Edgewell Personal Care Co,US,Consumer Staples,74.01,76.45,-93.2,-275.3,1864.1,4991.7,148.8,49.4,-10.9823,48.4546,2795.4,#N/A N/A,28.521,4443.0444,-191.7,103.4,1009.4
MRVL UW Equity,Marvell Technology Group Ltd,US,Information Technology,8.85,9.55,#N/A N/A,-348.385,4476.396,5511.01,#N/A N/A,#N/A N/A,-12.4761,35.998,2967.122,#N/A N/A,46.62,4580.7598,#N/A N/A,#N/A N/A,-2303.752
CMP UN Equity,Compass Minerals International Inc,US,Materials,74.85,67.84,-87.1,180.7,620,1528.7,208.3,12.2,20.6872,30.0612,1242.8,1.7,24.883,2522.5598,335.7,21.8,504.4
GRMN UW Equity,Garmin Ltd,US,Consumer Discretionary,35.18,40.51,-373.299,534.09,3234.685,4388.472,267.148,195.341,20.4002,54.7604,2842.22,22.154,35.981,6696.2314,659.652,0,-2416.888
XEC UN Equity,Cimarex Energy Co,US,Energy,93,84.03,-57.128,-1702.648,3433.967,6336.362,923.941,-397.815,-154.8833,14.1865,1693.547,#N/A N/A,52.741,8794.0457,-1787.851,50.047,600.688
HLF UN Equity,Herbalife Ltd,US,Consumer Staples,46.21,54.75,0,357.9,-130.7,2421.5,555.103,463.85,13.3875,80.6581,4504.2,-13.712,33.73,4276.0217,699.609,99.4,840.2
AXS UN Equity,Axis Capital Holdings Ltd,US,Financials,53.91,53.71,-157.226,630.435,5826.366,20557.341,829.263,810.311,14.9166,#N/A N/A,4195.714,#N/A N/A,13.272,5196.5465,#N/A N/A,55.897,-0.691
AHL UN Equity,Aspen Insurance Holdings Ltd,US,Financials,46.51,44.69,-88.3,233,3371.3,11003.7,494.8,465.2,12.9948,#N/A N/A,2632.6,#N/A N/A,17.757,2827.0761,#N/A N/A,29.5,-563
