Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
30874022,06/17/2015 08:25:32 AM,,DOT,Department of Transportation,Street Sign - Missing,St Name - Attached to Pole,Street,11218,,,,,CONEY ISLAND AVENUE,FRIEL PLACE,INTERSECTION,BROOKLYN,,N/A,Assigned,07/17/2015 08:25:32 AM,The Department of Transportation requires 30 days to respond to this type of complaint. Please note your Service Request number for future reference.,,12 BROOKLYN,BROOKLYN,992239,175223,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64761970603217,-73.9712106738326,"(40.64761970603217, -73.9712106738326)"
30873022,06/17/2015 08:25:31 AM,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11365,174-46 GLADWIN AVENUE,GLADWIN AVENUE,FRESH MEADOW LANE,186 STREET,,,ADDRESS,FRESH MEADOWS,,N/A,Assigned,06/25/2015 12:51:55 PM,The Department of Parks and Recreation has reviewed this request and will visit the location to investigate the condition.,06/17/2015 12:52:23 PM,11 QUEENS,QUEENS,1041425,211996,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.748371775619,-73.79365119555126,"(40.748371775619, -73.79365119555126)"
30868605,06/17/2015 08:25:16 AM,06/17/2015 07:56:23 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10456,450 GOUVERNEUR PLACE,GOUVERNEUR PLACE,PARK AVENUE,WASHINGTON AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,06/17/2015 04:25:16 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 07:56:23 PM,03 BRONX,BRONX,1009423,241477,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82943816795846,-73.90903815936075,"(40.82943816795846, -73.90903815936075)"
30868826,06/17/2015 08:25:00 AM,,DSNY,Bronx 10,Sanitation Condition,12 Dead Animals,Sidewalk,10461,1737 HOBART AVENUE,HOBART AVENUE,ROBERTS AVENUE,BUHRE AVENUE,,,ADDRESS,BRONX,,N/A,Open,,,,10 BRONX,BRONX,1031086,247661,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.84632311283543,-73.83071655922697,"(40.84632311283543, -73.83071655922697)"
30874160,06/17/2015 08:25:00 AM,,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11235,2775 EAST   12 STREET,EAST   12 STREET,BANNER AVE,LAWN CT,,,ADDRESS,BROOKLYN,,N/A,Open,,,,15 BROOKLYN,BROOKLYN,996114,151870,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.58351622059898,-73.95728767934483,"(40.58351622059898, -73.95728767934483)"
30872011,06/17/2015 08:24:27 AM,06/17/2015 11:24:29 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,11234,,,,,MILL AVENUE,STRICKLAND AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,06/24/2015 08:24:27 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,06/17/2015 11:24:29 AM,18 BROOKLYN,BROOKLYN,1008703,162870,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61368319253538,-73.91192544643187,"(40.61368319253538, -73.91192544643187)"
30870978,06/17/2015 08:24:09 AM,06/17/2015 09:51:34 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10001,360 WEST 34 STREET,WEST 34 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,06/17/2015 04:24:09 PM,The Police Department responded to the complaint and took action to fix the condition.,06/17/2015 09:51:34 AM,04 MANHATTAN,MANHATTAN,985604,213570,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.752876742022806,-73.99511298788225,"(40.752876742022806, -73.99511298788225)"
30871915,06/17/2015 08:24:09 AM,06/17/2015 11:28:56 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,3601 KINGS HIGHWAY,KINGS HIGHWAY,EAST 36 STREET,EAST 37 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/17/2015 04:24:09 PM,The Police Department responded to the complaint and determined that police action was not necessary.,06/17/2015 11:28:57 AM,18 BROOKLYN,BROOKLYN,1000944,165613,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62123017244707,-73.93986493636302,"(40.62123017244707, -73.93986493636302)"
30874026,06/17/2015 08:24:00 AM,06/17/2015 08:24:00 AM,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11238,568 GRAND AVENUE,GRAND AVENUE,DEAN ST,BERGEN ST,,,ADDRESS,BROOKLYN,,N/A,Closed,,,06/17/2015 08:24:00 AM,08 BROOKLYN,BROOKLYN,994778,186556,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67872362574214,-73.96204338551499,"(40.67872362574214, -73.96204338551499)"
30874087,06/17/2015 08:23:43 AM,06/17/2015 08:41:36 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10028,419 EAST 86 STREET,EAST 86 STREET,1 AVENUE,YORK AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,06/17/2015 04:23:43 PM,The Police Department issued a summons in response to the complaint.,06/17/2015 08:41:36 AM,08 MANHATTAN,MANHATTAN,998447,222224,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.776618439607915,-73.94874028690543,"(40.776618439607915, -73.94874028690543)"
30869861,06/17/2015 08:23:20 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10030,2518 FREDERICK DOUGLASS BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,LATLONG,NEW YORK,,N/A,Pending,07/17/2015 08:23:20 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,06/17/2015 08:26:53 AM,01 MANHATTAN,MANHATTAN,999024,236566,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.81598238283787,-73.94662541772853,"(40.81598238283787, -73.94662541772853)"
30873920,06/17/2015 08:23:00 AM,,DEP,Department of Environmental Protection,Water Quality,"No Sampling Required, Requested Information (QG2)",,10463,170 WEST  233 STREET,WEST  233 STREET,PCRR HARLEM DIV,BROADWAY,,,ADDRESS,BRONX,,N/A,Open,,,,08 BRONX,BRONX,1011146,260009,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.88029786973847,-73.90273780494609,"(40.88029786973847, -73.90273780494609)"
30873203,06/17/2015 08:23:00 AM,,DSNY,BCC - Bronx,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10459,922 EAST  165 STREET,EAST  165 STREET,INTERVALE AVENUE,KELLY STREET,,,ADDRESS,BRONX,,DSNY Garage,Open,,,,02 BRONX,BRONX,1012904,239448,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82385853771885,-73.89646835218477,"(40.82385853771885, -73.89646835218477)"
30871788,06/17/2015 08:22:33 AM,06/17/2015 11:28:57 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,3602 KINGS HIGHWAY,KINGS HIGHWAY,EAST 36 STREET,EAST 37 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/17/2015 04:22:33 PM,The Police Department responded to the complaint and determined that police action was not necessary.,06/17/2015 11:28:57 AM,18 BROOKLYN,BROOKLYN,1000950,165610,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6212219267668,-73.93984333061385,"(40.6212219267668, -73.93984333061385)"
30872504,06/17/2015 08:22:00 AM,,DSNY,P - Manhattan and Bronx,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,10452,1044 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST 164 STREET,WEST 165 STREET,,,ADDRESS,BRONX,,N/A,Assigned,,,06/17/2015 12:00:00 PM,04 BRONX,BRONX,1004355,242938,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.83346118249345,-73.92734682924424,"(40.83346118249345, -73.92734682924424)"
30868681,06/17/2015 08:21:18 AM,06/17/2015 09:01:39 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10303,129 MORNINGSTAR ROAD,MORNINGSTAR ROAD,NYCTA SUBWAY,INNIS STREET,,,ADDRESS,STATEN ISLAND,,Precinct,Closed,06/17/2015 04:21:18 PM,The Police Department reviewed your complaint and provided additional information below.,06/17/2015 09:01:39 AM,01 STATEN ISLAND,STATEN ISLAND,943803,170606,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63485828865683,-74.14572784018998,"(40.63485828865683, -74.14572784018998)"
30877009,06/17/2015 08:21:15 AM,06/17/2015 08:21:15 AM,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11201,53 BRIDGE STREET,BRIDGE STREET,,,,,ADDRESS,BROOKLYN,,N/A,Open,,,06/17/2015 12:00:00 AM,02 BROOKLYN,BROOKLYN,988503,195373,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.70292949703686,-73.98466108549788,"(40.70292949703686, -73.98466108549788)"
30874107,06/17/2015 08:21:06 AM,06/17/2015 03:34:04 PM,DPR,Department of Parks and Recreation,Animal in a Park,Animal Waste,Park,11201,,,,,,,,BROOKLYN,,N/A,Closed,07/01/2015 08:21:06 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,06/17/2015 03:34:04 PM,06 BROOKLYN,BROOKLYN,,,Van Voorhees Playground,BROOKLYN,Van Voorhees Playground,B050,,,7189658900,"Congress, Columbia, Southwest Brooklyn-Queens Expressway",BROOKLYN,NY,11201,N,,,,,,,,,,,,,,
30869102,06/17/2015 08:21:00 AM,,DSNY,BCC - Brooklyn North,Missed Collection (All Materials),1RG Missed Recycling Paper,Sidewalk,11222,1097 LORIMER STREET,LORIMER STREET,CALYER STREET,NOBLE STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Open,,,,01 BROOKLYN,BROOKLYN,996923,204540,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.728082662517195,-73.95427617114913,"(40.728082662517195, -73.95427617114913)"
30874936,06/17/2015 08:20:34 AM,,DOT,Department of Transportation,DOT Literature Request,NYC Bike Map,,,,,,,,,,,,N/A,Open,06/24/2015 08:20:34 AM,The appropriate agency will fulfill this literature request within 7 days. Please allow additional time for delivery. Please note your Service Request number for future reference.,,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
30872950,06/17/2015 08:19:55 AM,06/17/2015 11:44:44 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10040,1 NAGLE AVENUE,NAGLE AVENUE,BENNETT AVENUE,ELLWOOD STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,06/17/2015 04:19:55 PM,The Police Department responded and upon arrival those responsible for the condition were gone.,06/17/2015 11:44:44 AM,12 MANHATTAN,MANHATTAN,1003271,252360,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.85932419390543,-73.93123733660875,"(40.85932419390543, -73.93123733660875)"
30874146,06/17/2015 08:19:49 AM,06/17/2015 11:28:59 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,3702 KINGS HIGHWAY,KINGS HIGHWAY,EAST 37 STREET,EAST 38 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/17/2015 04:19:49 PM,The Police Department responded to the complaint and determined that police action was not necessary.,06/17/2015 11:28:59 AM,18 BROOKLYN,BROOKLYN,1001193,165750,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62160573609511,-73.93896764595232,"(40.62160573609511, -73.93896764595232)"
30868657,06/17/2015 08:19:00 AM,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10023,,,,,WEST 66 STREET,AMSTERDAM AVENUE,INTERSECTION,NEW YORK,,N/A,Open,,,,07 MANHATTAN,MANHATTAN,988567,221561,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.77480902588772,-73.98441345655955,"(40.77480902588772, -73.98441345655955)"
30869230,06/17/2015 08:18:07 AM,06/17/2015 09:11:04 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11693,216 BEACH 81 STREET,BEACH 81 STREET,ROCKAWAY BEACH BOULEVARD,BEACH CHANNEL DRIVE,,,ADDRESS,FAR ROCKAWAY,,Precinct,Closed,06/17/2015 04:18:07 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 09:11:04 AM,14 QUEENS,QUEENS,1037765,153742,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.588500881224704,-73.8073228078507,"(40.588500881224704, -73.8073228078507)"
30876318,06/17/2015 08:18:00 AM,06/18/2015 12:00:00 PM,DSNY,BCC - Brooklyn South,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,11230,414 AVENUE M,AVENUE M,EAST 4 STREET,EAST 5 STREET,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,,06/18/2015 12:00:00 PM,12 BROOKLYN,BROOKLYN,992252,163985,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61677376554792,-73.97117715199302,"(40.61677376554792, -73.97117715199302)"
30876877,06/17/2015 08:18:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,,,,,204 ST E,GRAND CONCOURSE,INTERSECTION,,,N/A,Open,,,,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
30871035,06/17/2015 08:18:00 AM,,DSNY,BCC - Staten Island,Missed Collection (All Materials),1 Missed Collection,Sidewalk,10304,56 RHINE AVENUE,RHINE AVENUE,MARY STREET,STEUBEN STREET,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Open,,,,01 STATEN ISLAND,STATEN ISLAND,960313,162274,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.61204870520049,-74.08621391874023,"(40.61204870520049, -74.08621391874023)"
30872831,06/17/2015 08:17:09 AM,06/18/2015 12:29:32 AM,NYPD,New York City Police Department,Homeless Encampment,N/A,Street/Sidewalk,11237,1201 FLUSHING AVENUE,FLUSHING AVENUE,GRATTAN STREET,WYCKOFF AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/17/2015 04:17:09 PM,The Police Department reviewed your complaint and provided additional information below.,06/18/2015 12:29:32 AM,01 BROOKLYN,BROOKLYN,1005157,196877,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70703394515117,-73.9245919423638,"(40.70703394515117, -73.9245919423638)"
30875608,06/17/2015 08:16:50 AM,,DOT,Department of Transportation,Street Condition,Cave-in,Street,11219,1358 50 STREET,50 STREET,13 AVENUE,14 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,06/27/2015 08:16:50 AM,The Department of Transportation requires 10 days to respond to this type of complaint.  Please note your Service Request number for future reference.,,12 BROOKLYN,BROOKLYN,986619,170154,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.633709673681544,-73.99146480201915,"(40.633709673681544, -73.99146480201915)"
30874983,06/17/2015 08:16:12 AM,06/17/2015 08:16:12 AM,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10029,168 EAST  104 STREET,EAST  104 STREET,,,,,ADDRESS,NEW YORK,,N/A,Open,,,06/17/2015 12:00:00 AM,11 MANHATTAN,MANHATTAN,999034,227341,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79066227833427,-73.94660960342992,"(40.79066227833427, -73.94660960342992)"
30875040,06/17/2015 08:16:00 AM,,DSNY,BCC - Queens East,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11355,137-60 45 AVENUE,45 AVENUE,COLDEN STREET,KISSENA BOULEVARD,,,ADDRESS,Flushing,,DSNY Garage,Open,,,,07 QUEENS,QUEENS,1033345,212922,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.750961958057374,-73.82280566687267,"(40.750961958057374, -73.82280566687267)"
30871230,06/17/2015 08:16:00 AM,,DSNY,BCC - Queens West,Missed Collection (All Materials),2R Bulk-Missed Recy Collection,Sidewalk,11378,69-83 CALDWELL AVENUE,CALDWELL AVENUE,69 LANE,70 STREET,,,ADDRESS,Maspeth,,DSNY Garage,Open,,,,05 QUEENS,QUEENS,1014335,203223,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.724425737025655,-73.89146009652885,"(40.724425737025655, -73.89146009652885)"
30876275,06/17/2015 08:15:43 AM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11216,386 QUINCY STREET,QUINCY STREET,MARCY AVENUE,TOMPKINS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,06/25/2015 08:15:43 AM,"The Department of Parks and Recreation prunes street trees on a seven year pruning cycle.  However, the Department of Parks and Recreation reviews service requests for street tree pruning and as warranted, will take immediate action to correct the condition.",,03 BROOKLYN,BROOKLYN,999331,189767,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6875305014736,-73.94562126468692,"(40.6875305014736, -73.94562126468692)"
30872019,06/17/2015 08:15:43 AM,06/17/2015 12:53:33 PM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11220,218 WAKEMAN PLACE,WAKEMAN PLACE,RIDGE BOULEVARD,3 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,06/17/2015 04:15:43 PM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2015 12:53:33 PM,10 BROOKLYN,BROOKLYN,976951,172098,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63904284903449,-74.02629944700553,"(40.63904284903449, -74.02629944700553)"
30868910,06/17/2015 08:15:36 AM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,11212,1427 LINDEN BOULEVARD,LINDEN BOULEVARD,CHESTER STREET,ROCKAWAY AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,08/16/2015 08:15:36 AM,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation.  If the situation persists 21 days after your initial complaint, please make a new complaint.",06/17/2015 03:15:56 PM,16 BROOKLYN,BROOKLYN,1010025,177821,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.654716742424945,-73.90710677842513,"(40.654716742424945, -73.90710677842513)"
