customerid,datecreated,source,mailinglist,testgroup,orgid,parentid
467,1369457424, GUEST_INVITE       ,0,0,102,4337
11946,1369457725, ORG_INVITE         ,1,0,0,4871
5248,1369458782, GUEST_INVITE       ,0,1,33,1481
10463,1369459605, ORG_INVITE         ,0,0,163,1175
945,1369459722, PERSONAL_PROJECTS  ,0,0,250,               NULL 
11125,1369459875, ORG_INVITE         ,0,0,50,7390
11254,1369462811, ORG_INVITE         ,0,0,6,6372
11378,1369462967, SIGNUP             ,0,0,2,               NULL 
11958,1369463333, SIGNUP             ,1,0,176,               NULL 
5661,1369468025, PERSONAL_PROJECTS  ,0,0,34,               NULL 
1439,1369484434, ORG_INVITE         ,0,0,33,1481
9190,1369484443, PERSONAL_PROJECTS  ,0,0,7,               NULL 
2465,1369485126, PERSONAL_PROJECTS  ,0,0,22,               NULL 
1233,1369486258, ORG_INVITE         ,1,1,185,9691
10675,1369495794, ORG_INVITE         ,0,0,373,8146
8573,1369505608, ORG_INVITE         ,0,0,323,6664
9847,1369506292, ORG_INVITE         ,0,0,190,3367
1177,1369514539, PERSONAL_PROJECTS  ,0,0,51,               NULL 
4998,1369516638, SIGNUP             ,0,0,201,               NULL 
7482,1369522573, ORG_INVITE         ,1,1,19,9349
7635,1369530530, PERSONAL_PROJECTS  ,1,1,160,               NULL 
8306,1369556573, ORG_INVITE         ,1,0,22,3212
3807,1369559458, GUEST_INVITE       ,0,1,28,589
2873,1369567082, SIGNUP_GOOGLE_AUTH ,0,0,247,               NULL 
1927,1369567992, ORG_INVITE         ,0,0,397,10050
8337,1369572670, GUEST_INVITE       ,0,0,225,10012
3184,1369574239, GUEST_INVITE       ,0,0,233,2447
10884,1369579572, ORG_INVITE         ,0,0,80,6986
10374,1369590605, SIGNUP             ,0,0,115,               NULL 
827,1369594859, ORG_INVITE         ,0,0,2,8870
125,1369601511, ORG_INVITE         ,0,0,268,8740
9981,1369605449, SIGNUP             ,0,0,157,               NULL 
346,1369615748, GUEST_INVITE       ,0,0,2,8425
5570,1369622024, SIGNUP             ,0,0,43,               NULL 
528,1369623413, SIGNUP             ,0,0,4,               NULL 
1667,1369634101, ORG_INVITE         ,0,0,169,11447
6865,1369636639, SIGNUP             ,0,0,109,               NULL 
1215,1369639101, GUEST_INVITE       ,0,0,181,5454
10517,1369647461, ORG_INVITE         ,1,1,236,11744
2498,1369648044, SIGNUP             ,0,0,168,               NULL 
800,1369648377, ORG_INVITE         ,0,0,95,4237
4105,1369650561, PERSONAL_PROJECTS  ,0,0,358,               NULL 
9399,1369653643, ORG_INVITE         ,0,1,57,1055
5881,1369658651, SIGNUP             ,0,0,398,               NULL 
7531,1369662615, SIGNUP_GOOGLE_AUTH ,0,0,81,               NULL 
1705,1369663171, GUEST_INVITE       ,0,0,74,7716
5527,1369666095, GUEST_INVITE       ,0,0,322,9162
236,1369684104, GUEST_INVITE       ,0,0,7,3452
6318,1369690664, SIGNUP_GOOGLE_AUTH ,1,0,319,               NULL 
2975,1369697170, ORG_INVITE         ,1,1,16,9006
9171,1369707495, SIGNUP             ,0,0,6,               NULL 
11164,1369707854, SIGNUP_GOOGLE_AUTH ,0,0,0,               NULL 
6329,1369715777, PERSONAL_PROJECTS  ,1,0,23,               NULL 
11886,1369717505, ORG_INVITE         ,0,0,107,6618
11469,1369727527, ORG_INVITE         ,0,0,146,1873
10099,1369729848, ORG_INVITE         ,1,1,0,1420
369,1369730328, PERSONAL_PROJECTS  ,0,0,275,               NULL 
8815,1369738611, PERSONAL_PROJECTS  ,0,0,204,               NULL 
9285,1369744794, GUEST_INVITE       ,0,0,172,8911
11755,1369746651, GUEST_INVITE       ,0,0,313,6271
2083,1369760651, ORG_INVITE         ,0,0,362,10572
9097,1369763961, PERSONAL_PROJECTS  ,0,0,255,               NULL 
6413,1369764846, SIGNUP_GOOGLE_AUTH ,0,0,390,               NULL 
2960,1369767424, ORG_INVITE         ,0,0,220,11028
5524,1369767838, ORG_INVITE         ,0,0,286,264
4371,1369777505, SIGNUP_GOOGLE_AUTH ,1,0,391,               NULL 
1369,1369777870, SIGNUP             ,0,0,202,               NULL 
9815,1369783171, SIGNUP             ,0,0,23,               NULL 
1792,1369796105, GUEST_INVITE       ,0,0,31,8914
7578,1369801774, ORG_INVITE         ,0,0,2,7791
2642,1369808985, PERSONAL_PROJECTS  ,0,0,44,               NULL 
11320,1369809514, GUEST_INVITE       ,1,0,268,985
691,1369818040, GUEST_INVITE       ,1,1,292,7638
1787,1369818949, GUEST_INVITE       ,0,0,159,3062
134,1369820895, PERSONAL_PROJECTS  ,0,0,4,               NULL 
4737,1369821987, ORG_INVITE         ,1,0,234,11247
7072,1369826894, ORG_INVITE         ,0,0,247,3191
1088,1369827141, ORG_INVITE         ,0,0,41,8565
3660,1369827489, SIGNUP_GOOGLE_AUTH ,0,0,0,               NULL 
9346,1369831860, PERSONAL_PROJECTS  ,0,1,155,               NULL 
2301,1369842115, ORG_INVITE         ,0,0,194,6575
2525,1369845180, PERSONAL_PROJECTS  ,0,0,262,               NULL 
3134,1369850640, ORG_INVITE         ,0,1,58,1864
79,1369858663, GUEST_INVITE       ,0,0,401,9912
9734,1369865668, ORG_INVITE         ,1,1,46,4593
1603,1369872607, GUEST_INVITE       ,0,0,64,7991
1658,1369873130, SIGNUP             ,0,0,17,               NULL 
5219,1369880637, SIGNUP             ,1,1,128,               NULL 
8558,1369884501, PERSONAL_PROJECTS  ,0,1,145,               NULL 
4789,1369901001, GUEST_INVITE       ,0,0,7,4043
8232,1369925793, ORG_INVITE         ,1,1,22,5757
4855,1369928190, SIGNUP             ,0,1,4,               NULL 
8412,1369929402, SIGNUP             ,0,0,61,               NULL 
5546,1369930964, ORG_INVITE         ,0,0,2,6237
10579,1369955116, GUEST_INVITE       ,0,0,380,7950
11920,1369957242, ORG_INVITE         ,0,0,160,1821
5745,1369959711, ORG_INVITE         ,0,0,391,1462
6294,1369969955, ORG_INVITE         ,0,0,58,4241
11326,1369973521, GUEST_INVITE       ,0,0,96,5247
7895,1369977603, SIGNUP             ,1,0,369,               NULL 
9739,1369978880, ORG_INVITE         ,0,0,290,861
8127,1369994810, SIGNUP             ,0,0,170,               NULL 
11652,1369995782, SIGNUP_GOOGLE_AUTH ,0,0,150,               NULL 
10066,1370001069, ORG_INVITE         ,0,0,24,7629
1818,1370007360, ORG_INVITE         ,0,0,21,10139
3755,1370010155, PERSONAL_PROJECTS  ,0,0,94,               NULL 
5968,1370011889, ORG_INVITE         ,0,0,30,9043
10729,1370024021, GUEST_INVITE       ,1,0,160,8259
2067,1370028484, ORG_INVITE         ,0,0,275,5748
687,1370031143, ORG_INVITE         ,0,0,6,4954
4330,1370034877, ORG_INVITE         ,0,0,181,5369
11559,1370045393, SIGNUP             ,0,0,172,               NULL 
11969,1370047694, GUEST_INVITE       ,1,1,52,6647
834,1370052630, PERSONAL_PROJECTS  ,1,1,7,               NULL 
3108,1370054867, SIGNUP_GOOGLE_AUTH ,1,0,11,               NULL 
1300,1370057231, PERSONAL_PROJECTS  ,1,0,357,               NULL 
8550,1370067558, ORG_INVITE         ,1,0,367,5586
5932,1370073903, SIGNUP_GOOGLE_AUTH ,1,0,86,               NULL 
9526,1370096611, ORG_INVITE         ,0,0,52,5823
9122,1370101173, ORG_INVITE         ,0,0,149,6210
11465,1370111707, ORG_INVITE         ,0,0,0,116
9057,1370121130, SIGNUP             ,0,1,5,               NULL 
6651,1370124227, ORG_INVITE         ,1,0,292,8253
4562,1370124912, SIGNUP_GOOGLE_AUTH ,0,0,182,               NULL 
4165,1370130311, PERSONAL_PROJECTS  ,0,0,54,               NULL 
2222,1370135542, ORG_INVITE         ,0,0,81,10470
11473,1370140850, ORG_INVITE         ,0,0,123,11386
632,1370142342, GUEST_INVITE       ,1,0,274,11474
3758,1370147214, ORG_INVITE         ,0,1,57,2527
4639,1370157725, SIGNUP             ,0,0,120,               NULL 
6570,1370162558, ORG_INVITE         ,0,0,300,5942
245,1370168948, ORG_INVITE         ,0,0,218,9841
8396,1370169320, SIGNUP             ,0,0,403,               NULL 
10588,1370173086, PERSONAL_PROJECTS  ,0,0,56,               NULL 
7236,1370175636, ORG_INVITE         ,0,0,24,9555
10129,1370179396, PERSONAL_PROJECTS  ,1,0,231,               NULL 
6136,1370188754, ORG_INVITE         ,1,0,84,11994
6915,1370190852, ORG_INVITE         ,1,0,4,6977
10982,1370193989, SIGNUP             ,0,0,178,               NULL 
7574,1370196817, PERSONAL_PROJECTS  ,0,0,348,               NULL 
6816,1370205394, ORG_INVITE         ,0,0,327,893
8966,1370208308, SIGNUP_GOOGLE_AUTH ,1,1,35,               NULL 
3028,1370211262, SIGNUP             ,0,0,337,               NULL 
3852,1370217147, SIGNUP             ,0,0,49,               NULL 
9117,1370217443, ORG_INVITE         ,0,0,34,2183
6497,1370221640, SIGNUP             ,1,0,349,               NULL 
6832,1370225126, SIGNUP             ,0,0,38,               NULL 
10546,1370227286, SIGNUP             ,0,0,380,               NULL 
10885,1370229408, PERSONAL_PROJECTS  ,0,0,0,               NULL 
1671,1370235030, SIGNUP_GOOGLE_AUTH ,0,0,306,               NULL 
9711,1370240926, SIGNUP             ,0,0,44,               NULL 
6124,1370244613, GUEST_INVITE       ,0,0,36,2958
10841,1370246532, GUEST_INVITE       ,0,0,141,11750
11151,1370250691, PERSONAL_PROJECTS  ,0,0,302,               NULL 
2383,1370251357, SIGNUP_GOOGLE_AUTH ,0,0,278,               NULL 
11093,1370256526, ORG_INVITE         ,1,1,96,4810
8071,1370256667, ORG_INVITE         ,0,0,140,9394
3535,1370279434, GUEST_INVITE       ,1,0,377,6208
8485,1370282416, SIGNUP_GOOGLE_AUTH ,1,1,13,               NULL 
10909,1370285430, ORG_INVITE         ,1,0,296,11331
140,1370288879, GUEST_INVITE       ,0,1,35,11466
5544,1370293877, SIGNUP             ,1,0,18,               NULL 
3677,1370305332, ORG_INVITE         ,1,1,47,3560
6738,1370306276, GUEST_INVITE       ,0,0,0,11493
30,1370306665, GUEST_INVITE       ,0,0,251,4835
7860,1370320203, PERSONAL_PROJECTS  ,0,0,143,               NULL 
7706,1370321921, ORG_INVITE         ,1,0,28,5966
11939,1370321940, SIGNUP_GOOGLE_AUTH ,0,0,50,               NULL 
660,1370325780, ORG_INVITE         ,1,1,0,10289
10991,1370328474, ORG_INVITE         ,1,1,221,10931
9411,1370333511, SIGNUP_GOOGLE_AUTH ,0,0,163,               NULL 
7472,1370336443, PERSONAL_PROJECTS  ,1,1,258,               NULL 
6242,1370341165, GUEST_INVITE       ,0,0,284,3137
11031,1370342415, GUEST_INVITE       ,1,1,11,1877
9668,1370346524, ORG_INVITE         ,0,0,42,6742
94,1370354283, SIGNUP             ,0,0,69,               NULL 
4909,1370370476, PERSONAL_PROJECTS  ,0,0,229,               NULL 
9604,1370372673, PERSONAL_PROJECTS  ,0,0,310,               NULL 
10779,1370378622, ORG_INVITE         ,1,0,217,6370
1156,1370387194, ORG_INVITE         ,0,0,6,4302
9557,1370388073, GUEST_INVITE       ,0,1,10,1636
3764,1370389581, ORG_INVITE         ,0,0,73,4780
4353,1370392279, ORG_INVITE         ,0,0,194,10770
3818,1370395306, SIGNUP_GOOGLE_AUTH ,0,0,215,               NULL 
8897,1370395940, PERSONAL_PROJECTS  ,1,1,38,               NULL 
1785,1370397117, ORG_INVITE         ,0,0,5,11770
8668,1370397623, SIGNUP             ,0,0,308,               NULL 
8415,1370404842, PERSONAL_PROJECTS  ,0,0,102,               NULL 
7398,1370409919, ORG_INVITE         ,1,1,280,6461
3884,1370422752, GUEST_INVITE       ,0,0,151,11304
3506,1370431483, PERSONAL_PROJECTS  ,0,0,71,               NULL 
9261,1370439655, PERSONAL_PROJECTS  ,0,0,263,               NULL 
2863,1370440942, GUEST_INVITE       ,1,1,54,5893
1330,1370441263, PERSONAL_PROJECTS  ,0,0,84,               NULL 
9871,1370442245, ORG_INVITE         ,1,1,42,6143
8233,1370460142, ORG_INVITE         ,0,0,231,11160
8342,1370468639, GUEST_INVITE       ,0,0,18,7269
5563,1370476977, SIGNUP             ,0,0,415,               NULL 
9539,1370479400, SIGNUP_GOOGLE_AUTH ,1,1,115,               NULL 
811,1370488117, ORG_INVITE         ,1,1,32,9770
9699,1370503995, GUEST_INVITE       ,0,0,60,2354
3865,1370512340, SIGNUP_GOOGLE_AUTH ,1,1,125,               NULL 
10659,1370516526, GUEST_INVITE       ,1,1,164,11817
6654,1370518617, ORG_INVITE         ,0,0,370,2300
10750,1370520867, GUEST_INVITE       ,1,0,52,2872
9806,1370524027, GUEST_INVITE       ,0,0,202,7794
1914,1370526746, ORG_INVITE         ,0,0,338,5195
2014,1370527020, SIGNUP_GOOGLE_AUTH ,0,0,165,               NULL 
10812,1370527950, SIGNUP_GOOGLE_AUTH ,0,0,6,               NULL 
5134,1370539548, ORG_INVITE         ,1,0,184,10152
4921,1370551005, ORG_INVITE         ,0,0,290,885
11925,1370554489, ORG_INVITE         ,0,0,140,9394
8728,1370557464, GUEST_INVITE       ,0,0,42,8068
344,1370561957, PERSONAL_PROJECTS  ,0,0,0,               NULL 
1748,1370569381, PERSONAL_PROJECTS  ,1,1,264,               NULL 
1393,1370574350, GUEST_INVITE       ,1,1,87,7533
9521,1370580344, PERSONAL_PROJECTS  ,0,0,334,               NULL 
585,1370580932, ORG_INVITE         ,1,0,300,5942
3651,1370581440, ORG_INVITE         ,0,1,93,10511
11698,1370582828, SIGNUP_GOOGLE_AUTH ,1,0,30,               NULL 
437,1370584424, PERSONAL_PROJECTS  ,0,1,200,               NULL 
1411,1370596692, PERSONAL_PROJECTS  ,0,0,350,               NULL 
7267,1370611997, PERSONAL_PROJECTS  ,0,0,383,               NULL 
7062,1370616209, ORG_INVITE         ,1,0,176,10127
1184,1370636060, PERSONAL_PROJECTS  ,0,0,394,               NULL 
3035,1370657033, GUEST_INVITE       ,0,0,239,5978
4217,1370662328, ORG_INVITE         ,1,1,35,7431
8599,1370670372, PERSONAL_PROJECTS  ,0,0,144,               NULL 
10209,1370690361, ORG_INVITE         ,0,0,121,2746
6949,1370718107, GUEST_INVITE       ,0,0,54,11534
7944,1370722715, PERSONAL_PROJECTS  ,0,0,309,               NULL 
11567,1370723571, SIGNUP_GOOGLE_AUTH ,1,1,157,               NULL 
11313,1370726312, PERSONAL_PROJECTS  ,0,0,0,               NULL 
2913,1370740212, ORG_INVITE         ,0,0,125,2714
5711,1370740524, PERSONAL_PROJECTS  ,1,0,62,               NULL 
9643,1370745491, GUEST_INVITE       ,0,0,14,10687
5811,1370766391, SIGNUP             ,0,0,63,               NULL 
7566,1370777713, GUEST_INVITE       ,0,0,326,4303
756,1370786991, PERSONAL_PROJECTS  ,1,1,63,               NULL 
243,1370808832, SIGNUP             ,1,0,7,               NULL 
2653,1370820445, ORG_INVITE         ,0,0,2,4202
2015,1370827005, SIGNUP_GOOGLE_AUTH ,1,0,66,               NULL 
3370,1370827564, ORG_INVITE         ,0,0,160,8259
2382,1370833959, GUEST_INVITE       ,1,0,410,2716
7444,1370854042, ORG_INVITE         ,0,0,189,8031
11455,1370861158, PERSONAL_PROJECTS  ,0,0,28,               NULL 
203,1370862964, GUEST_INVITE       ,1,0,263,3096
1566,1370886052, ORG_INVITE         ,0,0,204,3742
1978,1370886337, ORG_INVITE         ,1,1,4,597
398,1370886492, ORG_INVITE         ,0,0,105,1758
4390,1370887054, PERSONAL_PROJECTS  ,1,0,229,               NULL 
4812,1370888027, SIGNUP_GOOGLE_AUTH ,0,0,273,               NULL 
5154,1370888259, ORG_INVITE         ,1,0,175,1600
6269,1370888907, ORG_INVITE         ,0,0,203,7698
11467,1370892735, ORG_INVITE         ,0,0,29,865
7748,1370902972, PERSONAL_PROJECTS  ,0,0,231,               NULL 
10408,1370910520, SIGNUP             ,0,0,287,               NULL 
2030,1370910556, SIGNUP             ,0,0,215,               NULL 
10495,1370913917, SIGNUP_GOOGLE_AUTH ,0,0,283,               NULL 
11349,1370923124, GUEST_INVITE       ,1,1,127,2125
8015,1370929752, GUEST_INVITE       ,0,0,6,8792
3051,1370938596, GUEST_INVITE       ,0,1,38,5295
6683,1370943480, GUEST_INVITE       ,0,0,54,4118
4660,1370946965, SIGNUP_GOOGLE_AUTH ,0,0,112,               NULL 
9840,1370947958, ORG_INVITE         ,1,1,226,1551
10403,1370950419, GUEST_INVITE       ,0,0,144,1675
10181,1370953350, GUEST_INVITE       ,0,0,0,5794
4147,1370953807, ORG_INVITE         ,0,0,220,11028
8241,1370955479, GUEST_INVITE       ,0,0,1,7316
4296,1370956036, ORG_INVITE         ,1,0,23,6420
10248,1370956390, PERSONAL_PROJECTS  ,0,0,57,               NULL 
4889,1370957904, PERSONAL_PROJECTS  ,0,0,286,               NULL 
10380,1370959014, ORG_INVITE         ,0,0,146,1873
578,1370967128, PERSONAL_PROJECTS  ,0,0,41,               NULL 
9600,1370971547, SIGNUP             ,0,0,335,               NULL 
8321,1370973582, SIGNUP             ,0,0,49,               NULL 
11961,1370979202, GUEST_INVITE       ,0,0,2,2562
3694,1370980088, ORG_INVITE         ,0,0,2,2045
8131,1370987108, SIGNUP             ,0,0,28,               NULL 
5893,1370998085, GUEST_INVITE       ,0,0,54,9281
10669,1371001754, PERSONAL_PROJECTS  ,0,0,0,               NULL 
10028,1371004587, GUEST_INVITE       ,0,0,47,9026
10967,1371005237, PERSONAL_PROJECTS  ,1,1,319,               NULL 
3871,1371008006, SIGNUP_GOOGLE_AUTH ,0,1,167,               NULL 
2555,1371012600, ORG_INVITE         ,0,0,192,10080
6707,1371019913, ORG_INVITE         ,0,0,64,7991
10925,1371023722, ORG_INVITE         ,1,0,0,5694
2249,1371034203, PERSONAL_PROJECTS  ,1,0,107,               NULL 
4602,1371039945, SIGNUP             ,1,0,2,               NULL 
7651,1371041203, SIGNUP_GOOGLE_AUTH ,1,1,0,               NULL 
9183,1371043713, ORG_INVITE         ,0,0,237,6917
5187,1371044661, ORG_INVITE         ,0,0,49,8028
10247,1371045458, GUEST_INVITE       ,0,0,63,10307
1713,1371048417, PERSONAL_PROJECTS  ,0,0,365,               NULL 
3129,1371049372, ORG_INVITE         ,1,0,100,10741
9170,1371053726, PERSONAL_PROJECTS  ,0,0,0,               NULL 
11693,1371055065, PERSONAL_PROJECTS  ,0,0,84,               NULL 
2337,1371063141, SIGNUP             ,0,0,266,               NULL 
524,1371066262, GUEST_INVITE       ,0,0,9,10447
9985,1371066801, GUEST_INVITE       ,1,1,336,9985
11449,1371077669, PERSONAL_PROJECTS  ,0,0,316,               NULL 
4940,1371084229, PERSONAL_PROJECTS  ,0,0,86,               NULL 
271,1371087048, ORG_INVITE         ,0,0,1,2546
5796,1371089542, GUEST_INVITE       ,0,0,277,2120
2363,1371091891, ORG_INVITE         ,0,0,1,5356
11929,1371097077, SIGNUP             ,1,0,105,               NULL 
522,1371099563, SIGNUP_GOOGLE_AUTH ,0,0,2,               NULL 
10207,1371101536, ORG_INVITE         ,0,0,18,5723
3609,1371108986, PERSONAL_PROJECTS  ,0,0,10,               NULL 
9379,1371109137, ORG_INVITE         ,1,0,33,1811
4751,1371118044, SIGNUP             ,0,0,175,               NULL 
9452,1371119573, GUEST_INVITE       ,0,0,250,10667
7712,1371120423, ORG_INVITE         ,0,0,68,9596
9516,1371125670, ORG_INVITE         ,0,0,177,842
8974,1371136772, PERSONAL_PROJECTS  ,0,0,149,               NULL 
3979,1371141013, PERSONAL_PROJECTS  ,0,0,2,               NULL 
4103,1371153363, GUEST_INVITE       ,0,0,34,8283
315,1371160087, PERSONAL_PROJECTS  ,0,0,211,               NULL 
10406,1371166333, GUEST_INVITE       ,0,0,182,11129
11063,1371178302, SIGNUP             ,0,0,67,               NULL 
952,1371181333, PERSONAL_PROJECTS  ,0,0,50,               NULL 
9933,1371182857, ORG_INVITE         ,0,0,86,2608
2628,1371188641, ORG_INVITE         ,0,0,0,2908
100,1371199296, ORG_INVITE         ,0,0,375,8357
8776,1371209259, PERSONAL_PROJECTS  ,0,0,162,               NULL 
11414,1371211721, PERSONAL_PROJECTS  ,0,1,196,               NULL 
2401,1371212616, SIGNUP             ,1,0,33,               NULL 
3882,1371224258, ORG_INVITE         ,0,0,156,3565
419,1371230694, PERSONAL_PROJECTS  ,0,0,15,               NULL 
